MSISDN1,PIN,MSISDN2,AMOUNT
8801700401646,MTUzMQo=,1700419893,25
8801700401647,Njk4Mwo=,1700402962,23
8801700401648,NjY2MAo=,1700409503,21
8801700401649,MTUzMQo=,1700405497,27
8801700401650,MjMxNwo=,1700427782,22
8801700401651,MDcwNQo=,1700415398,26
8801700401652,Nzc2Mwo=,1700413929,22
8801700401653,ODA5OAo=,1700426190,21
8801700401654,NzY0MQo=,1700412532,26
8801700401655,ODI3MQo=,1700410281,24
8801700401656,ODQ5MQo=,1700417555,20
8801700401657,MDcyNQo=,1700425112,22
8801700401658,ODU4MQo=,1700405238,20
8801700401659,MTIwNwo=,1700403321,20
8801700401660,MTE0MQo=,1700407077,21
8801700401661,ODgzNAo=,1700403897,21
8801700401662,MDYwNAo=,1700406832,27
8801700401663,Nzg0MAo=,1700405089,22
8801700401664,Mjk3Nwo=,1700403371,24
8801700401665,NzU4NQo=,1700402670,27
8801700401666,MzIxOQo=,1700420616,23
8801700401667,MDM0Mgo=,1700403127,22
8801700401668,OTE1NAo=,1700416253,20
8801700401669,NjQwNQo=,1700409079,20
8801700401670,ODAzOAo=,1700424566,20
8801700401671,NDE0MAo=,1700415816,20
8801700401672,NDU5Ngo=,1700424925,24
8801700401673,NzQ2Mgo=,1700411871,22
8801700401674,Mjk1OAo=,1700426722,24
8801700401675,MTY4OAo=,1700405532,26
8801700401676,NTI4Ngo=,1700412096,21
8801700401677,MTE2NAo=,1700419804,25
8801700401678,NDMwOAo=,1700423688,27
8801700401679,NzI5OQo=,1700407606,26
8801700401680,NzcyNAo=,1700404904,22
8801700401681,MjcyMgo=,1700405104,27
8801700401682,NDU2Mgo=,1700403662,21
8801700401683,NzExNQo=,1700404850,27
8801700401684,Nzg2OQo=,1700428491,25
8801700401685,MTEwNwo=,1700408154,20
8801700401686,MzI1Ngo=,1700406406,27
8801700401687,Mzc1NAo=,1700408040,25
8801700401688,NzEwOQo=,1700416441,25
8801700401689,MDE5NQo=,1700405239,26
8801700401690,NjY4Mgo=,1700406881,25
8801700401691,MTY1NAo=,1700407532,26
8801700401692,NTc0Mgo=,1700409503,21
8801700401693,MDE1MQo=,1700402542,22
8801700401694,MjgzMgo=,1700416482,26
8801700401695,ODI5Nwo=,1700414959,26
8801700401696,NzQzMwo=,1700426223,21
8801700401697,NTUzOAo=,1700417750,21
8801700401698,MTk0OQo=,1700418253,22
8801700401699,NTkyNgo=,1700406704,22
8801700401700,MzgxNQo=,1700422169,24
8801700401701,MTM0Mwo=,1700403301,25
8801700401702,MzMxOAo=,1700414036,26
8801700401703,Mjk2Mgo=,1700413617,20
8801700401704,MDQ1MQo=,1700417021,25
8801700401705,MzY0NAo=,1700413956,24
8801700401706,Nzg3MQo=,1700415717,27
8801700401707,ODg5MAo=,1700416146,20
8801700401708,NTM5Mgo=,1700407802,22
8801700401709,Njg0NQo=,1700422123,20
8801700401710,NzMyMwo=,1700422114,20
8801700401711,MDcxOAo=,1700420385,24
8801700401712,MzkxOAo=,1700405717,23
8801700401713,OTcxOAo=,1700419144,20
8801700401714,NzIyMAo=,1700410675,25
8801700401715,OTYwNAo=,1700414389,27
8801700401716,NDgxMQo=,1700407146,23
8801700401717,NzAzMAo=,1700414850,26
8801700401718,ODYyNAo=,1700420200,27
8801700401719,MTUwOQo=,1700421901,20
8801700401720,NDM1MAo=,1700426461,20
8801700401721,MTc5Ngo=,1700406574,20
8801700401722,ODcyMQo=,1700410492,23
8801700401723,NzM5Nwo=,1700412719,23
8801700401724,MTU2Mgo=,1700405672,26
8801700401725,NTcxMwo=,1700404826,23
8801700401726,ODcyNAo=,1700410228,22
8801700401727,NTUyMgo=,1700425667,23
8801700401728,MDAwNgo=,1700408083,27
8801700401729,NjA2Mwo=,1700421400,27
8801700401730,NjkyMQo=,1700410472,23
8801700401731,MjI2NAo=,1700405101,22
8801700401732,NTM3OQo=,1700406641,23
8801700401733,OTQ1Nwo=,1700417262,27
8801700401734,MTQwNgo=,1700406835,26
8801700401735,NzAxOAo=,1700411621,25
8801700401736,ODc0Mgo=,1700408081,27
8801700401737,MTU1NAo=,1700406124,21
8801700401738,NDYzNQo=,1700415558,27
8801700401739,MTAzMgo=,1700418924,25
8801700401740,MzcwNQo=,1700413043,22
8801700401741,ODU4NQo=,1700423619,20
8801700401742,OTQ3Ngo=,1700421766,24
8801700401743,ODcyNQo=,1700406003,25
8801700401744,OTU1NQo=,1700403249,21
8801700401745,NjkzNwo=,1700422003,27
8801700401746,Mzc0NAo=,1700412610,20
8801700401747,MjE3Nwo=,1700404949,25
8801700401748,NjMwMgo=,1700404874,25
8801700401749,NjQ1OAo=,1700413893,25
8801700401750,MzIwMgo=,1700402443,25
8801700401751,MjIzOAo=,1700404224,22
8801700401752,NTY5MAo=,1700423679,25
8801700401753,NzkyMwo=,1700423568,24
8801700401754,NjY4Nwo=,1700424648,27
8801700401755,ODA5Mwo=,1700412065,20
8801700401756,MzE2Ngo=,1700421966,24
8801700401757,MzYyOQo=,1700425798,21
8801700401758,NTQyMAo=,1700409103,21
8801700401759,NDA4NAo=,1700404825,24
8801700401760,MDIxMgo=,1700404472,20
8801700401761,MDU1NQo=,1700407746,23
8801700401762,NTE0MQo=,1700411813,25
8801700401763,NTAxMQo=,1700406463,25
8801700401764,Mzc0MQo=,1700413622,20
8801700401765,NDk2MQo=,1700407041,27
8801700401766,ODkzOQo=,1700406962,23
8801700401767,Mzg4Mwo=,1700414225,27
8801700401768,NTM0MAo=,1700416207,22
8801700401769,NjUzNQo=,1700414366,21
8801700401770,NjIwOQo=,1700406041,25
8801700401771,ODQ5MQo=,1700407730,26
8801700401772,MDI1Mwo=,1700428870,24
8801700401773,OTEzOQo=,1700416945,27
8801700401774,Mzk4NAo=,1700418477,24
8801700401775,NTM5Mwo=,1700403229,25
8801700401776,Mzc5Ngo=,1700420839,21
8801700401777,NTM2MQo=,1700413973,27
8801700401778,Mzg3NAo=,1700404635,20
8801700401779,ODc2Mwo=,1700403782,23
8801700401780,MzYyMgo=,1700424574,25
8801700401781,MDQxNAo=,1700407581,24
8801700401782,MTAwMAo=,1700428284,23
8801700401783,NDc2NAo=,1700407615,22
8801700401784,MTIzMwo=,1700411634,21
8801700401785,MDc4OQo=,1700424909,25
8801700401786,NjE2Ngo=,1700423281,27
8801700401787,MDA2OAo=,1700423923,20
8801700401788,OTQ0MAo=,1700426202,27
8801700401789,NzczMwo=,1700415558,24
8801700401790,ODQ5Nwo=,1700414997,25
8801700401791,NDE2OAo=,1700422672,21
8801700401792,MDExNAo=,1700411959,24
8801700401793,MzQ2Mwo=,1700413164,22
8801700401794,OTU3Mwo=,1700402102,26
8801700401795,ODY5Nwo=,1700414287,23
8801700401796,MTQ4OQo=,1700404776,26
8801700401797,MDkzNQo=,1700419245,22
8801700401798,MDMwMAo=,1700406704,24
8801700401799,NTA0OQo=,1700404124,23
8801700401800,NTE2OQo=,1700406084,24
8801700401801,NTcwMwo=,1700417524,23
8801700401802,MzgyNwo=,1700415493,21
8801700401803,ODc0MQo=,1700425059,23
8801700401804,Nzk2OQo=,1700422942,21
8801700401805,ODgyNQo=,1700407858,24
8801700401806,NTgxOQo=,1700409137,25
8801700401807,NTEwMgo=,1700409420,27
8801700401808,NDY2Mgo=,1700404294,22
8801700401809,Nzc1MAo=,1700424303,27
8801700401810,MzE4Mgo=,1700420677,20
8801700401811,NjUzMAo=,1700413864,21
8801700401812,MDAyNQo=,1700403968,21
8801700401813,OTI2MQo=,1700421792,20
8801700401814,NzAwNwo=,1700405064,20
8801700401815,MzMxNAo=,1700402170,21
8801700401816,NDAwMwo=,1700412868,22
8801700401817,MzAyMwo=,1700412755,27
8801700401818,NzM1Ngo=,1700418948,25
8801700401819,OTY0Ngo=,1700421650,24
8801700401820,ODk4Mwo=,1700412457,20
8801700401821,MDU1Ngo=,1700418120,27
8801700401822,MzEzMwo=,1700402328,24
8801700401823,NDU2OQo=,1700427022,25
8801700401824,MzM5Mwo=,1700407286,23
8801700401825,MjE4OQo=,1700410131,22
8801700401826,Nzg2Mgo=,1700404305,25
8801700401827,NDU0OAo=,1700405402,25
8801700401828,NTgyMgo=,1700425996,22
8801700401829,MjU5Mgo=,1700408647,22
8801700401830,MDIwNQo=,1700402466,27
8801700401831,MDI1MAo=,1700421052,25
8801700401832,MjYwNwo=,1700413290,26
8801700401833,NTkzNgo=,1700405112,27
8801700401834,MzExMQo=,1700402369,21
8801700401835,ODYwOAo=,1700412484,22
8801700401836,MTc3Mwo=,1700422518,24
8801700401837,MjQ0Ngo=,1700407025,27
8801700401838,MjAyMAo=,1700408051,20
8801700401840,NzI0Nwo=,1700403343,26
8801700401841,NzU5MAo=,1700410606,21
8801700401842,MTQ0MAo=,1700411202,25
8801700401843,NjIwMAo=,1700424300,26
8801700401844,NzIzOAo=,1700426369,21
8801700401845,MjQxNAo=,1700428944,27
8801700401846,NzIwMgo=,1700419339,27
8801700401847,NDk2OAo=,1700410859,25
8801700401848,OTE2MQo=,1700403251,26
8801700401849,Njk2Mwo=,1700416552,24
8801700401850,MTMwMAo=,1700419175,23
8801700401851,MzgyNgo=,1700427246,24
8801700401852,NzIzNwo=,1700423437,23
8801700401853,MDU2OQo=,1700425617,25
8801700401854,MjIwNwo=,1700426565,25
8801700401855,ODE0NQo=,1700427411,27
8801700401856,ODkwNgo=,1700409930,21
8801700401857,ODg5NQo=,1700428979,25
8801700401858,NDM3MQo=,1700411368,23
8801700401859,MTQ0Ngo=,1700405069,24
8801700401860,MjgzNgo=,1700402612,22
8801700401861,OTMzMAo=,1700420246,24
8801700401862,Mzk5OQo=,1700426782,22
8801700401863,MTU4NAo=,1700407908,22
8801700401864,OTkzMQo=,1700406929,20
8801700401865,NjExMAo=,1700403648,27
8801700401866,ODA3MQo=,1700407836,20
8801700401867,MzY3MQo=,1700420292,27
8801700401868,MzA4Mwo=,1700420562,24
8801700401869,NDk5OQo=,1700414947,21
8801700401870,OTk4Mgo=,1700408707,22
8801700401871,MDU5Ngo=,1700405146,26
8801700401872,NTE1OAo=,1700406648,26
8801700401873,NDEzOQo=,1700414947,25
8801700401874,MTQxNwo=,1700417797,26
8801700401875,MDM1Mgo=,1700412553,24
8801700401876,NTcwNwo=,1700414843,27
8801700401877,MDI1OQo=,1700425933,25
8801700401878,NjA0NQo=,1700419382,25
8801700401879,NDE4NQo=,1700410260,25
8801700401880,NzU0MQo=,1700407774,26
8801700401881,NzI0NQo=,1700410735,20
8801700401882,NTIxOQo=,1700411213,24
8801700401883,OTA4MAo=,1700410017,20
8801700401884,NDk5MQo=,1700403013,20
8801700401885,NTI0OQo=,1700407039,25
8801700401886,NzE0OAo=,1700425216,25
8801700401887,NDY4Mgo=,1700423658,22
8801700401888,MTMyNAo=,1700405938,27
8801700401889,MDE1NQo=,1700404709,25
8801700401890,MjE5Ngo=,1700418110,21
8801700401891,NTk0Ngo=,1700407286,25
8801700401892,MTgyOQo=,1700421330,22
8801700401893,ODE2Ngo=,1700405963,25
8801700401894,Mzc2NAo=,1700415108,21
8801700401895,MTEyOAo=,1700409674,26
8801700401896,NDQ5OQo=,1700426042,21
8801700401897,MDkzNQo=,1700409611,22
8801700401898,NjA5NQo=,1700411542,22
8801700401899,MTEyNgo=,1700428794,25
8801700401900,MjgyNwo=,1700424527,21
8801700401901,NDk5OQo=,1700411227,23
8801700401902,ODUxNwo=,1700410417,26
8801700401903,MTI2OQo=,1700415660,24
8801700401904,NzQ4NQo=,1700406948,22
8801700401905,NjYwOAo=,1700413280,24
8801700401906,MDc3Mwo=,1700409506,21
8801700401907,ODA4Mwo=,1700421877,21
8801700401908,MDczOAo=,1700424172,26
8801700401909,NTY0NAo=,1700413454,25
8801700401910,ODg3Nwo=,1700410936,22
8801700401911,ODM4MQo=,1700406183,24
8801700401912,MTMyNwo=,1700422741,24
8801700401913,OTAzMgo=,1700422790,21
8801700401914,NzUzNQo=,1700402956,24
8801700401915,NjYyMQo=,1700403625,23
8801700401916,NDg4MQo=,1700422671,25
8801700401917,MjAyNAo=,1700410214,26
8801700401918,ODM3OAo=,1700408336,27
8801700401919,Mzc2Mwo=,1700416982,21
8801700401920,MDcxOAo=,1700416421,27
8801700401921,MDg5Mwo=,1700413159,24
8801700401922,MDAyNgo=,1700416689,26
8801700401923,NjI4MQo=,1700408357,25
8801700401924,NTQ5OAo=,1700406171,21
8801700401925,NDE4Mwo=,1700402189,24
8801700401926,NTE0Mgo=,1700404047,27
8801700401927,NDk4OQo=,1700421626,22
8801700401928,MjQ0OAo=,1700405341,23
8801700401929,ODc3OAo=,1700408156,26
8801700401930,MzI1NQo=,1700414548,27
8801700401931,MzgwMAo=,1700408097,23
8801700401932,NjE1Mgo=,1700419765,26
8801700401933,Mzg2NQo=,1700403246,26
8801700401934,MjExMAo=,1700427027,22
8801700401935,Nzg1Mwo=,1700406385,22
8801700401936,MzY2NQo=,1700422003,26
8801700401937,ODU5Nwo=,1700421008,22
8801700401938,ODE3Nwo=,1700405954,26
8801700401939,MDcwNgo=,1700404173,21
8801700401940,NDkwOAo=,1700404559,26
8801700401941,NzczMQo=,1700412591,21
8801700401942,NTcxNQo=,1700423163,24
8801700401943,OTc1Mwo=,1700413206,25
8801700401944,NTY4Ngo=,1700407621,22
8801700401945,MjM3Mgo=,1700420044,25
8801700401946,ODQ4MAo=,1700403571,27
8801700401947,Njk3MQo=,1700402993,25
8801700401948,MTE0OQo=,1700411785,24
8801700401949,NDM5Mgo=,1700406749,20
8801700401950,MDYwNgo=,1700419842,21
8801700401951,NzIyMAo=,1700420324,23
8801700401952,MjU4Nwo=,1700417218,22
8801700401953,NzM1OAo=,1700420738,20
8801700401954,ODQ5Mwo=,1700413283,24
8801700401955,MTgwMQo=,1700421979,22
8801700401956,NTUwOQo=,1700415597,27
8801700401957,NjgyOQo=,1700416211,21
8801700401958,MTA1NAo=,1700420394,22
8801700401959,ODA1MAo=,1700426216,25
8801700401960,MTY1OQo=,1700413690,23
8801700401961,ODgyNgo=,1700423020,21
8801700401962,OTYwOAo=,1700428565,26
8801700401963,ODg2OAo=,1700420252,21
8801700401964,Mjc1NAo=,1700428845,26
8801700401965,Mjg5Mwo=,1700420476,24
8801700401966,NDk5Mwo=,1700404402,21
8801700401967,MDc5Mgo=,1700412792,24
8801700401968,MDE0Mgo=,1700403170,21
8801700401969,MTk0NQo=,1700406210,20
8801700401970,NzkyNwo=,1700406394,24
8801700401971,NDI1MQo=,1700409696,21
8801700401972,OTg3OAo=,1700415683,27
8801700401973,OTM1OAo=,1700411159,22
8801700401974,ODg0NQo=,1700426007,21
8801700401975,MDY5OAo=,1700420007,26
8801700401976,NDYwNgo=,1700427484,27
8801700401977,OTQ2MQo=,1700424138,20
8801700401978,Nzk5Nwo=,1700402662,25
8801700401979,NzI4NQo=,1700402833,20
8801700401981,MzcwMwo=,1700406358,23
8801700401982,ODY3Nwo=,1700412376,23
8801700401983,NDY4NAo=,1700412463,21
8801700401984,Njc4OQo=,1700428613,22
8801700401985,MTA3Nwo=,1700419538,25
8801700401986,NjIyNwo=,1700420082,24
8801700401987,NDA0MQo=,1700428300,27
8801700401988,MDM4Mwo=,1700405418,23
8801700401989,MTA4NAo=,1700427541,20
8801700401990,NDY2NQo=,1700419862,26
8801700401991,MjQ0OQo=,1700423530,24
8801700401992,MzIyMQo=,1700416878,22
8801700401993,ODY1NQo=,1700402058,22
8801700401994,MDk4Mgo=,1700415363,24
8801700401995,ODI4MAo=,1700425319,21
8801700401996,Njk3MAo=,1700426417,20
8801700401997,NTcxNgo=,1700406004,21
8801700401998,MjQ2OAo=,1700423832,23
8801700401999,NTMzOAo=,1700427356,27
8801700402000,Nzg3MAo=,1700402601,21
8801700402001,OTcxNgo=,1700406398,23
8801700402002,NjkwNAo=,1700416159,25
8801700402003,NjI4MAo=,1700403869,24
8801700402004,MjI2NAo=,1700405781,22
8801700402005,MjA4NAo=,1700415244,25
8801700402006,ODI4Mgo=,1700402974,22
8801700402007,Mzk0MQo=,1700411996,21
8801700402008,NzQwMQo=,1700413152,21
8801700402009,ODYwOAo=,1700402195,27
8801700402010,Mzk0MAo=,1700404137,25
8801700402011,MjkyMwo=,1700403683,21
8801700402012,NTU2Mgo=,1700408742,25
8801700402013,OTY4Mwo=,1700428097,25
8801700402014,NDExOAo=,1700423323,22
8801700402015,MDgyMQo=,1700402451,26
8801700402016,NjA2MQo=,1700411483,22
8801700402017,NzI1Mgo=,1700414461,27
8801700402018,NDMyNgo=,1700411401,22
8801700402019,MTc2OQo=,1700424630,25
8801700402020,Njg5OQo=,1700412640,25
8801700402021,MDIyMgo=,1700403966,22
8801700402022,NDEyMgo=,1700420544,20
8801700402023,NDkyNAo=,1700413273,25
8801700402024,MDUwMwo=,1700408616,20
8801700402025,ODg3OAo=,1700418734,26
8801700402026,MDczNAo=,1700408061,24
8801700400000,NzUyMwo=,1700423101,23
8801700400001,OTQ4Mwo=,1700403423,22
8801700400002,MzE2Mgo=,1700402064,25
8801700400003,ODkzNgo=,1700414462,24
8801700400004,MDg4OAo=,1700406433,25
8801700400005,NjU0Nwo=,1700416070,25
8801700400006,NTE2NAo=,1700408975,27
8801700400007,MzQ2OQo=,1700410083,25
8801700400008,Njk3Mgo=,1700408631,24
8801700400009,NTgxNgo=,1700412817,23
8801700400010,NTI5Ngo=,1700405191,20
8801700400011,NjgwOAo=,1700406043,20
8801700400012,NzExOQo=,1700424491,22
8801700400013,NDQ0NQo=,1700424507,27
8801700400014,NDIzOAo=,1700419596,23
8801700400015,MTcwNAo=,1700418121,22
8801700400016,MTM4Mwo=,1700410693,20
8801700400017,MzA1Ngo=,1700422414,24
8801700400018,NjM3OAo=,1700418972,26
8801700400019,Nzg4NAo=,1700410446,20
8801700400020,NjEwMwo=,1700404675,23
8801700400021,ODcyOAo=,1700420539,26
8801700400022,ODAzNgo=,1700425373,25
8801700400023,MzA0OAo=,1700415187,22
8801700400024,NDM5NQo=,1700422723,22
8801700400025,NzAyOAo=,1700410137,22
8801700400026,NDgxNAo=,1700410592,24
8801700400027,OTg4OAo=,1700420193,22
8801700400028,NTE1MAo=,1700413947,22
8801700400030,NzA5OQo=,1700417105,27
8801700400031,ODcwOQo=,1700418066,27
8801700400032,MjI3MQo=,1700421009,26
8801700400033,ODU0Nwo=,1700405156,23
8801700400034,OTc4NQo=,1700410604,21
8801700400035,MDIzMQo=,1700403396,27
8801700400036,NjI0OAo=,1700402472,21
8801700400037,MjE4NAo=,1700422656,27
8801700400038,OTM5Nwo=,1700407386,22
8801700400039,NDMxMQo=,1700410299,21
8801700400040,ODA5NAo=,1700412379,22
8801700400041,MTc1MQo=,1700427076,24
8801700400042,NzQwMwo=,1700425015,22
8801700400043,ODA4OQo=,1700418444,23
8801700400044,MDk5MQo=,1700403887,23
8801700400045,MTU1OAo=,1700419877,27
8801700400046,ODg1OAo=,1700414076,24
8801700400047,Njc3Mgo=,1700423067,22
8801700400048,MTgzMgo=,1700410618,21
8801700400049,NzQ1Mwo=,1700425652,27
8801700400050,NDY2Nwo=,1700426273,26
8801700400051,Nzk3MQo=,1700422724,22
8801700400052,ODgyMAo=,1700405312,25
8801700400053,Njc2Nwo=,1700406220,27
8801700400054,NzM1NQo=,1700404682,22
8801700400055,ODE1MAo=,1700411789,25
8801700400056,MDYzMQo=,1700426698,27
8801700400057,NjM2MAo=,1700416636,20
8801700400058,NTU5Ngo=,1700402756,26
8801700400059,MDk0Mgo=,1700423599,24
8801700400060,NjYxOAo=,1700406764,25
8801700400061,NjMwMgo=,1700410220,26
8801700400062,MDg2OQo=,1700416227,27
8801700400063,NjA0MQo=,1700419898,23
8801700400064,OTg4NAo=,1700426613,23
8801700400065,ODYzNwo=,1700405415,25
8801700400066,ODU2OQo=,1700403180,23
8801700400067,ODczNgo=,1700403396,23
8801700400068,MzgzNQo=,1700407099,27
8801700400069,ODMxMQo=,1700411971,26
8801700400070,NzYwNAo=,1700408253,21
8801700400071,Mzk2NAo=,1700413315,27
8801700400072,MjE5OQo=,1700420242,24
8801700400073,MDYzMwo=,1700427009,22
8801700400074,Mjg2Mwo=,1700402742,24
8801700400075,MDc5OAo=,1700415985,25
8801700400076,OTc2NAo=,1700426057,20
8801700400077,NzM0MQo=,1700405667,26
8801700400078,MjE0NQo=,1700402241,20
8801700400079,ODY5NQo=,1700406604,25
8801700400080,MTY4OQo=,1700403384,25
8801700400081,MTE1Ngo=,1700406447,27
8801700400082,MjM4OAo=,1700407038,27
8801700400083,NTgyOQo=,1700414823,20
8801700400084,NjEyOAo=,1700403978,20
8801700400085,ODE1Ngo=,1700407157,23
8801700400086,NzI0OQo=,1700403723,21
8801700400087,NjQ3Ngo=,1700420393,20
8801700400088,MTkzOAo=,1700426943,24
8801700400089,NzExNQo=,1700420308,20
8801700400090,NjQ1Ngo=,1700418173,22
8801700400091,MDI5NQo=,1700424112,26
8801700400092,MjU1Nwo=,1700411884,21
8801700400093,NzkyNwo=,1700408496,20
8801700400094,MDgxNQo=,1700404593,23
8801700400095,MDI2NAo=,1700414869,24
8801700400096,MDY1OQo=,1700424546,21
8801700400097,NjY4MQo=,1700416210,24
8801700400098,NTkxMAo=,1700426746,24
8801700400099,Nzg0MAo=,1700404734,27
8801700400100,NzM3Mwo=,1700404722,21
8801700400101,MDEwMwo=,1700413596,20
8801700400102,NDI0Mgo=,1700404692,23
8801700400103,NTY4OAo=,1700410686,27
8801700400104,MTI3OQo=,1700428012,21
8801700400105,NzY1MQo=,1700405179,27
8801700400106,ODU2MQo=,1700419115,21
8801700400107,NzExMQo=,1700402103,27
8801700400108,NzYxMgo=,1700407001,27
8801700400109,NjcxNAo=,1700403846,25
8801700400110,Mzg5Mwo=,1700409416,25
8801700400111,MTQ4Mgo=,1700417423,20
8801700400112,MTI0Mwo=,1700406723,21
8801700400113,MzU1Mgo=,1700412712,22
8801700400114,NzAwNAo=,1700427672,25
8801700400115,MDY1Ngo=,1700425657,25
8801700400116,Nzc2MAo=,1700424148,24
8801700400117,MjA5MAo=,1700419637,22
8801700400118,ODYwMQo=,1700424114,21
8801700400119,MjYwOQo=,1700405823,22
8801700400120,NDM3OAo=,1700417774,20
8801700400121,MzQ5NAo=,1700422694,22
8801700400122,OTIxNQo=,1700416644,20
8801700400123,OTgyMAo=,1700421091,27
8801700400124,NjMwMAo=,1700411140,21
8801700400125,NjE2OQo=,1700423428,26
8801700400126,ODYzNgo=,1700405776,27
8801700400127,NjQ5OQo=,1700403174,24
8801700400128,NDU4OQo=,1700407860,25
8801700400129,MzgwMAo=,1700407630,23
8801700400130,ODA5MAo=,1700407740,23
8801700400131,MTIwNAo=,1700404922,21
8801700400132,MjgyMQo=,1700417834,26
8801700400133,NTM0MQo=,1700404810,22
8801700400134,NzQ4Mgo=,1700404157,23
8801700400135,ODc0Nwo=,1700425388,25
8801700400136,NDkyNQo=,1700424076,22
8801700400137,NzYxMgo=,1700402045,23
8801700400138,MjMyNgo=,1700411149,25
8801700400139,NTkwNQo=,1700406408,24
8801700400140,ODIwOQo=,1700428633,22
8801700400141,OTIxMgo=,1700410295,25
8801700400142,NTEyNAo=,1700409767,27
8801700400143,NzA1MQo=,1700422029,27
8801700400144,MzQ3OAo=,1700428015,25
8801700400145,MDM5OAo=,1700403475,27
8801700400146,NjM2Ngo=,1700402802,25
8801700400147,ODE2OAo=,1700411553,22
8801700400148,Nzk1Ngo=,1700405627,23
8801700400149,NTQ3MAo=,1700412255,22
8801700400150,ODgyNwo=,1700411847,21
8801700400151,OTc5Ngo=,1700403375,26
8801700400152,NzYyMwo=,1700406086,26
8801700400153,NDY4Mgo=,1700428647,22
8801700400154,MzYwNQo=,1700408478,23
8801700400155,ODc5Ngo=,1700402533,23
8801700400156,OTE0Mwo=,1700406326,22
8801700400157,NTI0NQo=,1700402365,25
8801700400158,NTc2OAo=,1700424539,26
8801700400159,NDMxOAo=,1700423972,20
8801700400160,NzAxOQo=,1700403346,27
8801700400161,NDUxNgo=,1700420445,23
8801700400162,ODg1Mgo=,1700402792,27
8801700400163,Mjg1NQo=,1700403567,27
8801700400164,NzkxNAo=,1700425404,26
8801700400165,OTY1OQo=,1700405436,20
8801700400166,NDQxNQo=,1700405405,23
8801700400167,MTMzOQo=,1700417825,21
8801700400168,MzczMgo=,1700404414,27
8801700400169,MDQ3MAo=,1700410053,23
8801700400170,Nzk5NAo=,1700423491,26
8801700400171,NTQzMwo=,1700423109,21
8801700400172,NDk2OAo=,1700425720,21
8801700400173,MzAzMAo=,1700420921,24
8801700400174,MTM3Nwo=,1700415552,27
8801700400175,OTk2Nwo=,1700404885,24
8801700400176,MTIzMgo=,1700428045,23
8801700400177,MDk5OAo=,1700406873,21
8801700400178,NzYwOQo=,1700409306,23
8801700400179,ODIxNgo=,1700402421,22
8801700400180,Mjk5OQo=,1700414010,27
8801700400181,MDkwNwo=,1700409171,22
8801700400182,NjA5NQo=,1700406926,24
8801700400183,NDkyNgo=,1700407598,24
8801700400184,MjU1Mgo=,1700409693,24
8801700400185,MDY3OQo=,1700406432,22
8801700400186,MjY5Nwo=,1700412904,26
8801700400187,NzkzOQo=,1700412596,26
8801700400188,NTE4Ngo=,1700424875,23
8801700400189,MTgxMAo=,1700428722,26
8801700400190,NDI1NQo=,1700423601,24
8801700400191,MzI4NQo=,1700402523,27
8801700400192,MDQwNQo=,1700424152,25
8801700400193,MTc5Mwo=,1700425428,26
8801700400194,MzA3NQo=,1700408512,24
8801700400195,MzMxOQo=,1700421911,23
8801700400196,Nzc4Nwo=,1700407200,21
8801700400197,MDc2Nwo=,1700427991,20
8801700400198,NTkzOAo=,1700421465,25
8801700400199,MjQzNgo=,1700404301,20
8801700400200,MDQ0Ngo=,1700423882,22
8801700400201,NTA5Mwo=,1700424665,26
8801700400202,OTEyNAo=,1700425991,23
8801700400203,MjEzMgo=,1700411904,22
8801700400204,MTc2NQo=,1700402634,20
8801700400205,NzkxMAo=,1700409550,24
8801700400206,MTI1Ngo=,1700418171,21
8801700400207,OTgwMAo=,1700418518,25
8801700400208,NDAxNwo=,1700404082,20
8801700400209,MjE5OAo=,1700404909,21
8801700400210,ODUxNAo=,1700419622,25
8801700400211,NzU0Ngo=,1700406039,20
8801700400212,NjM1MQo=,1700405314,24
8801700400213,MjAwMAo=,1700403452,26
8801700400214,Mzk0Mgo=,1700418363,20
8801700400215,NzUwMQo=,1700423237,22
8801700400216,NzQxNgo=,1700403222,26
8801700400217,NTU5Ngo=,1700419751,22
8801700400218,MjA4Mwo=,1700414817,20
8801700400219,NTQ5OAo=,1700421996,24
8801700400220,MDM5Ngo=,1700403976,24
8801700400221,OTY3MQo=,1700403870,27
8801700400222,MzQyNwo=,1700407506,21
8801700400223,NDY0Ngo=,1700426404,20
8801700400224,Nzk0Nwo=,1700424004,25
8801700400225,NzA2NAo=,1700422645,20
8801700400226,NDc5NAo=,1700411393,25
8801700400227,MTQ5MAo=,1700408706,27
8801700400228,NzQxMQo=,1700402347,23
8801700400229,MDExOQo=,1700417490,22
8801700400230,MDI4Ngo=,1700403836,25
8801700400231,NjI4OQo=,1700428944,23
8801700400232,NDY4OQo=,1700417249,20
8801700400233,MjM3NAo=,1700410372,26
8801700400234,MjE1Ngo=,1700413136,24
8801700400235,MTM4OQo=,1700417695,23
8801700400236,NzA2OAo=,1700420576,26
8801700400237,NjY4Mgo=,1700427326,23
8801700400238,ODE4OQo=,1700412897,22
8801700400239,OTg2MQo=,1700409683,23
8801700400240,NTY4NAo=,1700421693,26
8801700400241,MDM1NQo=,1700405052,26
8801700400242,MDI0Mgo=,1700421250,24
8801700400243,OTc1Mgo=,1700419984,20
8801700400244,NzUzOQo=,1700426018,24
8801700400245,MTQ0NAo=,1700413322,20
8801700400246,MjU4OAo=,1700426515,23
